DATE,Year,Season,LAT,LONG,SITE,OBSERVER,BUDDY,SEASON,TEMP,DEPTH,TRANSECT,QUADRAT,PUR DEN,RED DEN,STATE,RELIEF,Notes,Focal Site,Depth Zone,Proportion Large,Proportion Small,Proportion Medium,Size Class,Density
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,6,1,0,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Large,0
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,6,2,4,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Small,0.615384615
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,6,2,4,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Medium,1.384615385
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,6,2,4,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Large,2
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,7,1,0,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Small,0
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,7,1,0,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Medium,0
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,7,1,0,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Large,0
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,7,2,46,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Small,7.076923077
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,7,2,46,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Medium,15.92307692
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,7,2,46,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Large,23
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,8,1,6,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Small,0.923076923
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,8,1,6,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Medium,2.076923077
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,8,1,6,0,FOR,1,,YES,shallow,0.5,0.153846154,0.346153846,Large,3
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,8,2,7,0,FOR,2,,YES,shallow,0.5,0.153846154,0.346153846,Small,1.076923077
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,8,2,7,0,FOR,2,,YES,shallow,0.5,0.153846154,0.346153846,Medium,2.423076923
170706,2017,Summer,36.61346844,-121.8964246,REF_076,Smith,Gorra,Summer,15,6.5,8,2,7,0,FOR,2,,YES,shallow,0.5,0.153846154,0.346153846,Large,3.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,1,1,13,7,BAR,2,,YES,deep,0.15625,0.34375,0.5,Small,4.46875
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,1,1,13,7,BAR,2,,YES,deep,0.15625,0.34375,0.5,Medium,6.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,1,1,13,7,BAR,2,,YES,deep,0.15625,0.34375,0.5,Large,2.03125
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,1,2,23,2,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,7.90625
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,1,2,23,2,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,11.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,1,2,23,2,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,3.59375
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,2,1,27,4,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,9.28125
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,2,1,27,4,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,13.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,2,1,27,4,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,4.21875
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,2,2,24,5,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,8.25
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,2,2,24,5,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,12
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,2,2,24,5,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,3.75
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,3,1,30,7,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,10.3125
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,3,1,30,7,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,15
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,3,1,30,7,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,4.6875
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,3,2,18,5,BAR,2,,YES,deep,0.15625,0.34375,0.5,Small,6.1875
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,3,2,18,5,BAR,2,,YES,deep,0.15625,0.34375,0.5,Medium,9
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,3,2,18,5,BAR,2,,YES,deep,0.15625,0.34375,0.5,Large,2.8125
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,4,1,19,15,BAR,2,,YES,deep,0.15625,0.34375,0.5,Small,6.53125
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,4,1,19,15,BAR,2,,YES,deep,0.15625,0.34375,0.5,Medium,9.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,4,1,19,15,BAR,2,,YES,deep,0.15625,0.34375,0.5,Large,2.96875
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,4,2,20,6,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,6.875
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,4,2,20,6,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,10
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,4,2,20,6,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,3.125
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,5,1,16,6,BAR,3,,YES,deep,0.15625,0.34375,0.5,Small,5.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,5,1,16,6,BAR,3,,YES,deep,0.15625,0.34375,0.5,Medium,8
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,5,1,16,6,BAR,3,,YES,deep,0.15625,0.34375,0.5,Large,2.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,5,2,25,6,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,8.59375
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,5,2,25,6,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,12.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,5,2,25,6,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,3.90625
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,6,1,25,20,BAR,3,,YES,deep,0.15625,0.34375,0.5,Small,8.59375
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,6,1,25,20,BAR,3,,YES,deep,0.15625,0.34375,0.5,Medium,12.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,6,1,25,20,BAR,3,,YES,deep,0.15625,0.34375,0.5,Large,3.90625
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,6,2,8,5,BAR,2,,YES,deep,0.15625,0.34375,0.5,Small,2.75
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,6,2,8,5,BAR,2,,YES,deep,0.15625,0.34375,0.5,Medium,4
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,6,2,8,5,BAR,2,,YES,deep,0.15625,0.34375,0.5,Large,1.25
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,7,1,10,4,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,3.4375
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,7,1,10,4,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,7,1,10,4,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,1.5625
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,7,2,16,20,BAR,2,,YES,deep,0.15625,0.34375,0.5,Small,5.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,7,2,16,20,BAR,2,,YES,deep,0.15625,0.34375,0.5,Medium,8
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,7,2,16,20,BAR,2,,YES,deep,0.15625,0.34375,0.5,Large,2.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,8,1,26,5,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,8.9375
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,8,1,26,5,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,13
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,8,1,26,5,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,4.0625
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,8,2,17,3,BAR,1,,YES,deep,0.15625,0.34375,0.5,Small,5.84375
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,8,2,17,3,BAR,1,,YES,deep,0.15625,0.34375,0.5,Medium,8.5
170710,2017,Summer,36.63730255,-121.923042,REF_050,Smith,Toy,Summer,9,14.3,8,2,17,3,BAR,1,,YES,deep,0.15625,0.34375,0.5,Large,2.65625
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,1,1,30,9,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,6.5625
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,1,1,30,9,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,15
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,1,1,30,9,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,8.4375
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,1,2,34,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,7.4375
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,1,2,34,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,17
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,1,2,34,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,9.5625
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,2,1,27,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,5.90625
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,2,1,27,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,13.5
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,2,1,27,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,7.59375
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,2,2,7,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,1.53125
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,2,2,7,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,3.5
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,2,2,7,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,1.96875
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,3,1,20,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,4.375
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,3,1,20,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,10
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,3,1,20,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,5.625
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,3,2,24,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,5.25
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,3,2,24,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,12
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,3,2,24,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,6.75
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,4,1,18,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,3.9375
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,4,1,18,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,9
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,4,1,18,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,5.0625
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,4,2,25,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,5.46875
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,4,2,25,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,12.5
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,4,2,25,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,7.03125
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,5,1,27,5,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,5.90625
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,5,1,27,5,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,13.5
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,5,1,27,5,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,7.59375
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,5,2,17,5,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,3.71875
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,5,2,17,5,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,8.5
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,5,2,17,5,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,4.78125
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,6,1,32,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,7
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,6,1,32,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,16
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,6,1,32,4,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,9
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,6,2,25,9,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,5.46875
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,6,2,25,9,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,12.5
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,6,2,25,9,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,7.03125
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,7,1,8,1,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,1.75
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,7,1,8,1,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,4
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,7,1,8,1,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,2.25
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,7,2,25,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,5.46875
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,7,2,25,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,12.5
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,7,2,25,3,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,7.03125
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,8,1,8,7,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,1.75
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,8,1,8,7,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,4
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,8,1,8,7,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,2.25
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,8,2,26,8,BAR,1,,YES,mid,0.28125,0.21875,0.5,Small,5.6875
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,8,2,26,8,BAR,1,,YES,mid,0.28125,0.21875,0.5,Medium,13
170711,2017,Summer,36.63847655,-121.9250395,REF_008,Smith,Garcia,Summer,9,11.7,8,2,26,8,BAR,1,,YES,mid,0.28125,0.21875,0.5,Large,7.3125
170713,2017,Summer,36.63577584,-121.9210275,REF_027,Smith,Garcia,Summer,11,13.2,1,1,10,9,BAR,2,,YES,mid,0.40625,0.0625,0.53125,Small,0.625
170713,2017,Summer,36.63577584,-121.9210275,REF_027,Smith,Garcia,Summer,11,13.2,1,1,10,9,BAR,2,,YES,mid,0.40625,0.0625,0.53125,Medium,5.3125
170713,2017,Summer,36.63577584,-121.9210275,REF_027,Smith,Garcia,Summer,11,13.2,1,1,10,9,BAR,2,,YES,mid,0.40625,0.0625,0.53125,Large,4.0625
170713,2017,Summer,36.63577584,-121.9210275,REF_027,Smith,Garcia,Summer,11,13.2,1,2,60,10,BAR,3,,YES,mid,0.40625,0.0625,0.53125,Small,3.75
170713,2017,Summer,36.63577584,-121.9210275,REF_027,Smith,Garcia,Summer,11,13.2,1,2,60,10,BAR,3,,YES,mid,0.40625,0.0625,0.53125,Medium,31.875
170713,2017,Summer,36.63577584,-121.9210275,REF_027,Smith,Garcia,Summer,11,13.2,1,2,60,10,BAR,3,,YES,mid,0.40625,0.0625,0.53125,Large,24.375
170713,2017,Summer,36.63577584,-121.9210275,REF_027,Smith,Garcia,Summer,11,13.2,2,1,21,6,BAR,2,,YES,mid,0.40625,0.0625,0.53125,Small,1.3125
170713,2017,Summer,36.63577584,-121.9210275,REF_027,Smith,Garcia,Summer,11,13.2,2,1,21,6,BAR,2,,YES,mid,0.40625,0.0625,0.53125,Medium,11.15625
